Date|Symbol|Short Volume|Total Volume|Market
20151214|WMC|97503|177395|N
20151214|WMK|8412|15048|N
20151214|WMLP|243|358|N
20151214|WMS|99225|133708|N
20151214|WMT|2250750|6458347|N
20151214|WNC|282151|456113|N
20151214|WNR|223591|388303|N
20151214|WNRL|11383|28274|N
20151214|WNS|23605|43193|N
20151214|WOR|38448|57376|N
20151214|WPC|56467|91589|N
20151214|WPG|146583|347224|N
20151214|WPGPRH|1100|4400|N
20151214|WPGPRI|3216|6660|N
20151214|WPP|26616|70751|N
20151214|WPT|4586|8269|N
20151214|WPX|954622|1952108|N
20151214|WPXP|1267|2397|N
20151214|WPZ|282822|692674|N
20151214|WR|102717|300516|N
20151214|WRB|53910|119623|N
20151214|WRBPRB|8117|9734|N
20151214|WRE|78740|100406|N
20151214|WRI|91936|152375|N
20151214|WRK|119227|487763|N
20151214|WSH|259219|410032|N
20151214|WSM|216348|421973|N
20151214|WSO|12969|27058|N
20151214|WSOB|0|0|N
20151214|WSR|20100|54417|N
20151214|WST|35403|83043|N
20151214|WTI|194078|261269|N
20151214|WTM|3043|4035|N
20151214|WTR|84794|158499|N
20151214|WTS|28153|49307|N
20151214|WTW|111320|280652|N
20151214|WU|549042|1053483|N
20151214|WUBA|40843|85542|N
20151214|WWAV|578761|802686|N
20151214|WWE|68244|82425|N
20151214|WWW|167154|337574|N
20151214|WY|631317|1328883|N
20151214|WYN|104869|217675|N
20151214|WYPRA|4450|11244|N
20151214|X|1010406|1573136|N
20151214|XCO|599219|1008984|N
20151214|XEC|98623|285249|N
20151214|XEL|731544|1135684|N
20151214|XHR|78925|176083|N
20151214|XIN|19508|26995|N
20151214|XKE|220|1020|N
20151214|XL|257604|590602|N
20151214|XNY|0|0|N
20151214|XOM|2947837|7906519|N
20151214|XON|296879|420632|N
20151214|XOXO|9024|31817|N
20151214|XPO|128894|233865|N
20151214|XRM|11321|18245|N
20151214|XRS|38798|90053|N
20151214|XRX|1718159|2529675|N
20151214|XTLY|4883|8369|N
20151214|XUE|976|7027|N
20151214|XYL|359228|531074|N
20151214|Y|7098|14308|N
20151214|YDKN|9352|20424|N
20151214|YELP|315827|481568|N
20151214|YGE|63803|100635|N
20151214|YOKU|144066|529381|N
20151214|YPF|161714|338593|N
20151214|YUM|822829|1410945|N
20151214|YUME|6645|16293|N
20151214|YZC|10669|12723|N
20151214|ZAYO|229910|425006|N
20151214|ZBH|81085|242705|N
20151214|ZBK|1500|3393|N
20151214|ZBPRA|2232|3515|N
20151214|ZBPRF|915|1514|N
20151214|ZBPRG|379|3452|N
20151214|ZBPRH|1187|7107|N
20151214|ZEN|78562|186413|N
20151214|ZF|1245|7251|N
20151214|ZFC|3152|8534|N
20151214|ZNH|6563|9876|N
20151214|ZOES|41824|71093|N
20151214|ZPIN|4378|9377|N
20151214|ZTR|3219|11186|N
20151214|ZTS|600326|1110716|N
20151214|ZX|3000|3026|N
