Date|Symbol|Short Volume|Total Volume|Market
20151214|PGH|178261|249967|N
20151214|PGN|50015|130058|N
20151214|PGND|16726|36852|N
20151214|PGP|16958|29350|N
20151214|PGR|543002|1159049|N
20151214|PGRE|104161|192284|N
20151214|PGZ|6526|7880|N
20151214|PH|143610|225763|N
20151214|PHD|9964|37974|N
20151214|PHG|209474|294253|N
20151214|PHH|51992|98974|N
20151214|PHI|7635|22604|N
20151214|PHK|173054|387567|N
20151214|PHM|986568|1978359|N
20151214|PHT|54101|123107|N
20151214|PHX|8430|14742|N
20151214|PII|143049|194919|N
20151214|PIM|41309|65134|N
20151214|PIR|608473|839542|N
20151214|PIY|1200|1400|N
20151214|PJC|30079|77226|N
20151214|PJH|21447|29059|N
20151214|PJS|0|0|N
20151214|PJT|30351|93845|N
20151214|PKD|81767|136105|N
20151214|PKE|14952|38928|N
20151214|PKG|51148|85273|N
20151214|PKI|110906|299253|N
20151214|PKO|11426|43743|N
20151214|PKX|71386|145052|N
20151214|PKY|60507|181030|N
20151214|PLD|433022|792033|N
20151214|PLNT|24266|59284|N
20151214|PLOW|10366|28116|N
20151214|PLPRC|5868|8226|N
20151214|PLPRE|5464|9632|N
20151214|PLT|15678|28696|N
20151214|PM|1019305|1861987|N
20151214|PMC|29052|77989|N
20151214|PMF|22729|46616|N
20151214|PML|8287|30181|N
20151214|PMM|14703|52106|N
20151214|PMO|5957|32904|N
20151214|PMT|173283|234386|N
20151214|PMX|19546|32817|N
20151214|PN|69056|330191|N
20151214|PNC|355467|654839|N
20151214|PNCPRP|33894|55146|N
20151214|PNCPRQ|29488|33768|N
20151214|PNCWS|2253|5029|N
20151214|PNF|306|4547|N
20151214|PNI|4935|10369|N
20151214|PNM|185892|257278|N
20151214|PNR|384456|480409|N
20151214|PNTA|2000|5700|N
20151214|PNW|169167|487445|N
20151214|PNX|6716|15221|N
20151214|PNY|41042|116765|N
20151214|POL|57338|79497|N
20151214|POM|105088|282506|N
20151214|POR|216524|334349|N
20151214|POST|63059|176818|N
20151214|POT|1415317|2255157|N
20151214|POWR|19513|24540|N
20151214|PPG|217279|804665|N
20151214|PPL|675853|1143630|N
20151214|PPP|80543|121745|N
20151214|PPR|91400|327782|N
20151214|PPS|45431|72912|N
20151214|PPSPRA|20|170|N
20151214|PPT|18946|80637|N
20151214|PPX|8341|12203|N
20151214|PQ|21301|30356|N
20151214|PRA|30870|92447|N
20151214|PRE|31344|130864|N
20151214|PREPRD|5320|9508|N
20151214|PREPRE|11807|26387|N
20151214|PREPRF|7732|13775|N
20151214|PRGO|147175|216970|N
20151214|PRH|48381|59323|N
20151214|PRI|48302|82469|N
20151214|PRLB|23729|46397|N
20151214|PRO|40449|115709|N
20151214|PRTY|69762|117359|N
20151214|PRU|719598|959302|N
20151214|PSA|150629|229291|N
20151214|PSAPRA|6800|9695|N
20151214|PSAPRQ|12245|26619|N
20151214|PSAPRR|11751|25856|N
20151214|PSAPRS|17264|24313|N
20151214|PSAPRT|20352|26424|N
20151214|PSAPRU|6023|12203|N
20151214|PSAPRV|24293|29494|N
20151214|PSAPRW|14316|24272|N
20151214|PSAPRX|11862|17786|N
20151214|PSAPRY|6287|7981|N
20151214|PSAPRZ|8292|10238|N
20151214|PSB|26847|44453|N
20151214|PSBPRS|5050|10642|N
20151214|PSBPRT|8194|17175|N
20151214|PSBPRU|6889|12437|N
20151214|PSBPRV|3826|9099|N
20151214|PSF|11721|19087|N
20151214|PSG|129233|195308|N
20151214|PSO|153087|365838|N
20151214|PSTG|81766|130163|N
20151214|PSX|427677|1274060|N
20151214|PSXP|10709|19182|N
20151214|PTR|24483|49204|N
20151214|PTY|79594|164850|N
20151214|PUK|41187|68290|N
20151214|PUKPR|6624|12311|N
20151214|PUKPRA|4537|10790|N
20151214|PVA|203287|317153|N
20151214|PVG|148039|205572|N
20151214|PVH|179598|520972|N
20151214|PVTD|1390|1538|N
20151214|PWE|196618|440193|N
20151214|PWR|622529|847678|N
20151214|PX|201652|418202|N
20151214|PXD|180204|383628|N
20151214|PYN|0|4127|N
20151214|PYS|80|270|N
20151214|PYT|0|0|N
20151214|PZC|8623|23830|N
20151214|PZE|6561|14057|N
20151214|PZN|8777|22796|N
20151214|Q|96618|250204|N
20151214|QEP|464121|1266029|N
20151214|QIHU|308383|618723|N
20151214|QSR|137780|292770|N
20151214|QTM|251921|376593|N
20151214|QTS|25448|56592|N
20151214|QTWO|8876|22249|N
20151214|QUAD|62149|98688|N
20151214|QUOT|81511|141186|N
20151214|R|124810|211967|N
20151214|RACE|31692|66077|N
20151214|RAD|921236|1875257|N
20151214|RAI|867436|1429596|N
20151214|RAS|194823|405003|N
20151214|RASPRA|0|4321|N
20151214|RASPRB|2125|6814|N
20151214|RASPRC|1190|4260|N
20151214|RATE|46977|108089|N
20151214|RAX|364935|716293|N
20151214|RBA|73677|186878|N
20151214|RBC|32550|64062|N
20151214|RBS|180467|276764|N
20151214|RBSPRE|44867|80469|N
20151214|RBSPRF|200|5950|N
20151214|RBSPRG|46054|57702|N
20151214|RBSPRH|10534|15441|N
20151214|RBSPRI|6542|9910|N
20151214|RBSPRL|17733|24069|N
20151214|RBSPRR|8209|18599|N
20151214|RBSPRS|21584|29878|N
20151214|RBSPRT|48960|62900|N
20151214|RCAP|128614|192180|N
20151214|RCI|156482|245647|N
20151214|RCL|182506|343767|N
20151214|RCS|79808|132082|N
20151214|RDC|457484|664792|N
20151214|RDN|305206|481189|N
20151214|RDSA|978383|1811189|N
20151214|RDSB|470648|605234|N
20151214|RDY|48747|97654|N
20151214|RE|38842|57254|N
20151214|REG|103839|201444|N
20151214|REGPRF|1771|2208|N
20151214|REGPRG|100|208|N
20151214|RELX|25628|29022|N
20151214|REN|18185|24891|N
20151214|RENN|25043|39795|N
20151214|RENX|9831|15312|N
20151214|RES|225801|292621|N
20151214|RESI|135061|164735|N
20151214|REV|4935|8549|N
20151214|REX|17516|30587|N
20151214|REXR|73155|118515|N
20151214|RF|3919008|6016287|N
20151214|RFI|2565|15087|N
20151214|RFP|50310|93740|N
20151214|RFPRA|40875|48552|N
20151214|RFPRB|20987|24118|N
20151214|RFT|800|1860|N
20151214|RFTA|1750|4850|N
20151214|RGA|67220|117774|N
20151214|RGC|271485|357708|N
20151214|RGR|55008|90530|N
20151214|RGS|49299|88281|N
20151214|RGT|3875|14769|N
20151214|RH|351101|647181|N
20151214|RHI|281364|497916|N
20151214|RHP|44650|69492|N
20151214|RHT|244200|463050|N
20151214|RICE|470706|1016405|N
20151214|RIG|1083583|2013886|N
20151214|RIGP|14784|58796|N
20151214|RIO|878329|1439164|N
20151214|RIT|2600|3541|N
20151214|RJD|8401|21402|N
20151214|RJF|185706|313786|N
20151214|RKUS|133555|273834|N
20151214|RL|127053|173471|N
20151214|RLD|34790|54242|N
20151214|RLGY|127864|341576|N
20151214|RLH|1199|3608|N
20151214|RLHPRACL|0|1992|N
20151214|RLI|17507|50185|N
20151214|RLJ|220688|359439|N
20151214|RM|3345|9406|N
20151214|RMAX|16925|40143|N
20151214|RMD|118391|207320|N
20151214|RMP|9238|104296|N
20151214|RMT|19775|50829|N
20151214|RNDY|57623|155588|N
20151214|RNF|11044|17155|N
20151214|RNG|46700|100891|N
20151214|RNO|2278|22307|N
20151214|RNP|21229|28508|N
20151214|RNR|24125|49715|N
20151214|RNRPRC|10267|15778|N
20151214|RNRPRE|14426|16440|N
20151214|ROG|28582|51972|N
20151214|ROK|187868|285901|N
20151214|ROL|31803|75018|N
20151214|ROP|38026|82434|N
20151214|ROYT|11325|45572|N
20151214|RPAI|124516|201471|N
20151214|RPAIPRA|186|1875|N
20151214|RPM|43577|121714|N
20151214|RPT|66550|171735|N
20151214|RPTPRD|0|0|N
20151214|RQI|28813|71522|N
20151214|RRC|1058300|2482646|N
20151214|RRMS|7275|40007|N
20151214|RRTS|36193|77240|N
20151214|RS|55868|113873|N
20151214|RSE|53127|87331|N
20151214|RSG|542403|869937|N
20151214|RSO|68201|94337|N
20151214|RSOPRA|1213|2231|N
20151214|RSOPRB|3010|6309|N
20151214|RSOPRC|6599|12868|N
20151214|RSPP|285596|390065|N
20151214|RST|3520|11300|N
20151214|RT|72371|131186|N
20151214|RTEC|28695|85499|N
20151214|RTN|199241|406136|N
20151214|RUBI|33966|44512|N
20151214|RVT|37486|58271|N
20151214|RWT|168007|206033|N
20151214|RXN|88921|193816|N
20151214|RY|490492|789564|N
20151214|RYAM|55857|127077|N
20151214|RYI|17775|31303|N
20151214|RYN|153681|255902|N
20151214|RYPRS|5037|5548|N
20151214|RYPRT|5|1604|N
20151214|RZA|6172|13693|N
20151214|S|1983455|2609615|N
20151214|SA|63146|106436|N
20151214|SAH|80279|128550|N
20151214|SAIC|30292|85153|N
20151214|SALT|88126|152950|N
20151214|SAM|14977|21235|N
20151214|SAN|1303077|1957219|N
20151214|SANPRA|2000|2500|N
20151214|SANPRB|5400|8916|N
20151214|SANPRC|327|2671|N
20151214|SANPRI|804|804|N
20151214|SAP|274392|321357|N
20151214|SAQ|3125|4825|N
20151214|SAR|538|7581|N
20151214|SB|30799|85453|N
20151214|SBGL|127893|277015|N
20151214|SBH|424190|648884|N
20151214|SBNA|61|858|N
20151214|SBNB|2596|2596|N
20151214|SBPRB|0|800|N
20151214|SBPRC|4010|4210|N
20151214|SBPRD|6826|11006|N
20151214|SBR|3542|5483|N
20151214|SBS|360349|660628|N
20151214|SBW|3132|8268|N
20151214|SBY|35006|89645|N
20151214|SC|357345|632881|N
20151214|SCCO|336493|453011|N
20151214|SCD|9299|20573|N
20151214|SCEPRF|10523|20206|N
20151214|SCEPRG|7708|12308|N
20151214|SCEPRH|6279|12325|N
20151214|SCEPRJ|6798|9234|N
20151214|SCG|269797|391740|N
20151214|SCHW|1737323|2581148|N
20151214|SCHWPRB|7727|19289|N
20151214|SCHWPRC|46072|66373|N
20151214|SCI|196771|383334|N
20151214|SCL|12164|31017|N
20151214|SCM|3363|11389|N
20151214|SCQ|500|900|N
20151214|SCS|60535|98860|N
20151214|SCX|4518|7583|N
20151214|SD|374125|2156630|N
20151214|SDLP|53702|203016|N
20151214|SDR|18417|49496|N
20151214|SDRL|658615|1302404|N
20151214|SDT|25484|34113|N
20151214|SE|1670448|2445060|N
20151214|SEAS|160172|252659|N
20151214|SEE|433842|716587|N
20151214|SEM|235039|326154|N
20151214|SEMG|80839|160518|N
20151214|SEP|74361|116909|N
20151214|SERV|101009|244397|N
20151214|SF|203090|319358|N
20151214|SFE|7887|12032|N
20151214|SFG|37406|55540|N
20151214|SFL|146287|219425|N
20151214|SFN|2366|6005|N
20151214|SFS|61975|130861|N
20151214|SFUN|722433|1149902|N
20151214|SFY|20788|170471|N
20151214|SGF|12563|18425|N
20151214|SGL|3754|46107|N
20151214|SGM|6409|9477|N
20151214|SGU|15478|25790|N
20151214|SGY|784581|931699|N
20151214|SGZA|5084|11784|N
20151214|SHAK|28656|76274|N
20151214|SHG|8257|16525|N
20151214|SHI|1171|2333|N
20151214|SHLX|28890|66153|N
20151214|SHO|513023|724477|N
20151214|SHOP|34571|47900|N
20151214|SHOPRD|93|193|N
20151214|SHW|45583|89069|N
20151214|SID|149877|222769|N
20151214|SIG|108310|234392|N
20151214|SIR|97124|185643|N
20151214|SIX|53754|119028|N
20151214|SJI|46224|128987|N
20151214|SJM|137126|268339|N
20151214|SJR|96395|206218|N
20151214|SJT|15193|81375|N
20151214|SJW|5724|18369|N
20151214|SKM|92863|179077|N
20151214|SKT|45228|138140|N
20151214|SKX|405372|853735|N
20151214|SLB|1342674|3344410|N
20151214|SLCA|302146|408042|N
20151214|SLF|121308|144136|N
20151214|SLG|81278|161621|N
20151214|SLGPRI|3240|9590|N
20151214|SLH|165549|344685|N
20151214|SLRA|1618|1728|N
20151214|SLTB|1101|5908|N
20151214|SLW|609195|997315|N
20151214|SM|202428|297035|N
20151214|SMFG|162250|365776|N
20151214|SMG|24091|49166|N
20151214|SMI|3154|6011|N
20151214|SMLP|33672|65249|N
20151214|SMM|27653|69867|N
20151214|SMP|15963|30004|N
20151214|SN|399200|536379|N
20151214|SNA|38293|80473|N
20151214|SNE|205078|386826|N
20151214|SNH|301207|535018|N
20151214|SNHN|7569|9563|N
20151214|SNI|138669|294736|N
20151214|SNN|77283|114060|N
20151214|SNOW|11116|27373|N
20151214|SNP|20820|47412|N
20151214|SNR|98075|182147|N
20151214|SNV|198956|326891|N
20151214|SNVPRC|1631|1914|N
20151214|SNX|32590|71138|N
20151214|SNY|150757|301411|N
20151214|SO|821525|1448278|N
20151214|SOJA|13163|58129|N
20151214|SOL|59386|95553|N
20151214|SON|86647|157049|N
20151214|SOR|2060|7455|N
20151214|SOVPRC|0|150|N
20151214|SPA|5963|9681|N
20151214|SPB|28501|60699|N
20151214|SPE|831|7550|N
20151214|SPG|110970|252590|N
20151214|SPGPRJ|0|50|N
20151214|SPH|47919|91513|N
20151214|SPLP|555|755|N
20151214|SPN|764890|1079896|N
20151214|SPR|97900|240064|N
20151214|SPXC|131641|253668|N
20151214|SPXX|2572|10360|N
20151214|SQ|167935|304691|N
20151214|SQM|63811|98847|N
20151214|SQNS|13323|40263|N
20151214|SRC|471470|973470|N
20151214|SRE|205062|452012|N
20151214|SRF|3455|8126|N
20151214|SRG|21166|51453|N
20151214|SRI|12239|28712|N
20151214|SRLP|4004|9176|N
20151214|SRT|600|1423|N
20151214|SRV|9429|18793|N
20151214|SSD|23752|69037|N
20151214|SSE|22505|180454|N
20151214|SSI|269056|341959|N
20151214|SSL|28194|77066|N
20151214|SSNI|22175|88389|N
20151214|SSP|51667|94868|N
20151214|SSS|30858|95734|N
20151214|SSTK|41863|73189|N
20151214|SSW|78740|116767|N
20151214|SSWN|678|1113|N
20151214|SSWPRC|14972|24385|N
20151214|SSWPRD|3624|14724|N
20151214|SSWPRE|12365|15862|N
20151214|ST|251231|320877|N
20151214|STAG|66750|149181|N
20151214|STAGPRA|250|1000|N
20151214|STAGPRB|300|1133|N
20151214|STAR|140198|178429|N
20151214|STARPRD|1784|3768|N
20151214|STARPRE|2586|3714|N
20151214|STARPRF|2394|6379|N
20151214|STARPRG|0|2124|N
20151214|STARPRI|2189|7855|N
20151214|STAY|51466|161767|N
20151214|STC|20648|41374|N
20151214|STE|51486|169877|N
20151214|STI|791785|1286357|N
20151214|STIPRA|900|2643|N
20151214|STIPRE|28419|41496|N
20151214|STIWSA|0|101|N
20151214|STIWSB|0|0|N
20151214|STJ|202819|428797|N
20151214|STK|9292|16329|N
20151214|STL|189289|308682|N
20151214|STM|142258|267868|N
20151214|STN|4100|5984|N
20151214|STNG|649934|963994|N
20151214|STO|690607|944141|N
20151214|STON|29151|45410|N
20151214|STOR|68589|119789|N
20151214|STR|543620|701063|N
20151214|STT|552440|946649|N
20151214|STTPRC|11057|18037|N
20151214|STTPRD|25836|72096|N
20151214|STTPRE|15542|27500|N
20151214|STV|15625|35398|N
20151214|STWD|749519|1457956|N
20151214|STZ|179303|319692|N
20151214|STZB|0|0|N
20151214|SU|762919|1670775|N
20151214|SUI|61929|113345|N
20151214|SUIPRA|500|1000|N
20151214|SUM|44728|93608|N
20151214|SUN|19909|121886|N
20151214|SUNE|4044925|6348232|N
20151214|SUP|13029|34690|N
20151214|SVU|426808|740911|N
20151214|SWAY|22014|38007|N
20151214|SWC|389555|493458|N
20151214|SWFT|366769|594161|N
20151214|SWH|385|489|N
20151214|SWI|79048|258381|N
20151214|SWJ|19665|33115|N
20151214|SWK|239615|419240|N
20151214|SWM|47529|97037|N
20151214|SWN|2699358|5149321|N
20151214|SWNC|17436|35125|N
20151214|SWX|22991|62634|N
20151214|SWZ|16812|23387|N
20151214|SXC|69303|121158|N
20151214|SXCP|7927|24119|N
20151214|SXE|40874|63769|N
20151214|SXI|6097|18439|N
20151214|SXL|114606|333046|N
20151214|SXT|42330|91739|N
20151214|SYA|54230|118392|N
20151214|SYF|1080086|2733231|N
20151214|SYK|317421|710664|N
20151214|SYT|89491|132753|N
20151214|SYX|2974|5423|N
20151214|SYY|479752|956209|N
20151214|SZC|2100|10186|N
20151214|T|4193943|8333437|N
20151214|TA|24533|51017|N
20151214|TAC|17643|44642|N
20151214|TAHO|311737|411464|N
20151214|TAL|110647|170328|N
20151214|TANN|5945|11854|N
20151214|TANO|1240|6155|N
20151214|TANP|15182|24599|N
20151214|TAOM|3180|24849|N
20151214|TAP|152912|326824|N
20151214|TAPA|0|123|N
20151214|TARO|6646|15142|N
20151214|TBI|21685|62637|N
20151214|TC|29045|101001|N
20151214|TCAP|45416|88884|N
20151214|TCB|353604|503295|N
20151214|TCBPRB|87|1175|N
20151214|TCBPRC|700|700|N
20151214|TCBWS|200|400|N
20151214|TCCA|800|3407|N
20151214|TCCB|1050|1800|N
20151214|TCI|2070|2091|N
20151214|TCK|754712|1139788|N
20151214|TCO|76830|114147|N
20151214|TCOPRJ|5633|29514|N
20151214|TCOPRK|10728|34068|N
20151214|TCP|22407|42322|N
20151214|TCPI|500|8333|N
20151214|TCRX|0|2480|N
20151214|TCS|132880|203334|N
20151214|TD|313361|445655|N
20151214|TDA|6034|8697|N
20151214|TDC|228033|401662|N
20151214|TDE|5478|20598|N
20151214|TDF|9910|27064|N
20151214|TDG|72758|128258|N
20151214|TDI|2362|4632|N
20151214|TDJ|6670|13803|N
20151214|TDOC|7383|15292|N
20151214|TDS|52194|106298|N
20151214|TDW|264482|459143|N
20151214|TDY|29959|56298|N
20151214|TE|282113|511613|N
20151214|TEF|322911|544858|N
20151214|TEGP|18465|75155|N
20151214|TEI|22942|55126|N
20151214|TEL|301358|612397|N
20151214|TEN|34886|64486|N
20151214|TEO|32590|61781|N
20151214|TEP|16154|59713|N
20151214|TER|184408|334551|N
20151214|TEVA|335249|878716|N
20151214|TEX|103280|202684|N
20151214|TFG|0|0|N
20151214|TFX|30531|48025|N
20151214|TG|24133|32308|N
20151214|TGH|187116|236817|N
20151214|TGI|98016|197977|N
20151214|TGNA|278418|423164|N
20151214|TGP|50103|103088|N
20151214|TGS|20409|43006|N
20151214|TGT|1123625|1774181|N
20151214|THC|446172|845426|N
20151214|THG|41049|71167|N
20151214|THGA|1222|6329|N
20151214|THO|33373|95666|N
20151214|THQ|2520|10596|N
20151214|THR|25747|54306|N
20151214|THS|93526|134084|N
20151214|THW|3615|29416|N
20151214|TI|10503|46658|N
20151214|TIA|797|2587|N
20151214|TIER|46002|97211|N
20151214|TIF|168232|359832|N
20151214|TIME|298632|550869|N
20151214|TISI|9033|32391|N
20151214|TJX|474518|910305|N
20151214|TK|106031|246957|N
20151214|TKC|84461|250503|N
20151214|TKF|959|12778|N
20151214|TKR|131211|206968|N
20151214|TLI|12236|39453|N
20151214|TLK|52110|82896|N
20151214|TLLP|25189|52643|N
20151214|TLN|163963|266790|N
20151214|TLP|21991|36036|N
20151214|TLYS|15314|38924|N
20151214|TM|43623|100312|N
20151214|TMH|105983|238020|N
20151214|TMHC|57127|98819|N
20151214|TMK|152852|338242|N
20151214|TMKPRB|3767|6631|N
20151214|TMO|164290|334160|N
20151214|TMST|100956|178885|N
20151214|TNC|6647|25012|N
20151214|TNET|27220|55928|N
20151214|TNH|1242|2392|N
20151214|TNK|418164|630153|N
20151214|TNP|31954|112596|N
20151214|TNPPRB|0|0|N
20151214|TNPPRC|6273|7273|N
20151214|TNPPRD|1000|5150|N
20151214|TOL|522443|1061259|N
20151214|TOO|66820|177618|N
20151214|TOOPRA|7495|11630|N
20151214|TOOPRB|12323|16100|N
20151214|TOT|290041|498339|N
20151214|TOWR|18449|37841|N
20151214|TPC|57981|87302|N
20151214|TPH|393830|603382|N
20151214|TPL|1961|3072|N
20151214|TPRE|43060|60427|N
20151214|TPUB|25093|37377|N
20151214|TPVG|13807|35712|N
20151214|TPVZ|1900|2670|N
20151214|TPX|86889|170636|N
20151214|TPZ|11782|17366|N
20151214|TR|9622|18738|N
20151214|TRC|6833|13313|N
20151214|TRCO|139860|345985|N
20151214|TREC|6987|9199|N
20151214|TREX|79553|100510|N
20151214|TRGP|115620|239499|N
20151214|TRI|226593|320344|N
20151214|TRK|5831|10027|N
20151214|TRMR|0|3466|N
20151214|TRN|183699|401568|N
20151214|TRNO|13420|32842|N
20151214|TRNOPRA|40|40|N
20151214|TROX|307604|682985|N
20151214|TRP|533353|756942|N
20151214|TRQ|157863|323986|N
20151214|TRR|3711|10742|N
20151214|TRU|51139|73771|N
20151214|TRUP|10252|15895|N
20151214|TRV|341974|719771|N
20151214|TS|373790|607905|N
20151214|TSE|12134|27655|N
20151214|TSI|5934|14848|N
20151214|TSL|768420|1308181|N
20151214|TSLF|129|6218|N
20151214|TSLX|33866|58063|N
20151214|TSM|686574|1637237|N
20151214|TSN|727860|1272782|N
20151214|TSNU|4710|15664|N
20151214|TSO|347737|675695|N
20151214|TSQ|3946|7321|N
20151214|TSS|181770|341956|N
20151214|TSU|224655|400764|N
20151214|TTC|35265|58221|N
20151214|TTF|1159|4947|N
20151214|TTI|119162|208022|N
20151214|TTM|310955|650211|N
20151214|TTP|17304|39627|N
20151214|TU|40844|71544|N
20151214|TUMI|210530|279843|N
20151214|TUP|30171|55988|N
20151214|TV|387965|791310|N
20151214|TVC|586|1112|N
20151214|TVE|3388|4900|N
20151214|TVPT|121241|236901|N
20151214|TWC|93162|224657|N
20151214|TWI|99853|190544|N
20151214|TWN|1200|1682|N
20151214|TWO|619965|1289128|N
20151214|TWTR|2322538|3570348|N
20151214|TWX|522626|1586994|N
20151214|TX|19579|45140|N
20151214|TXT|490545|728351|N
20151214|TXTR|22947|30497|N
20151214|TY|8043|28355|N
20151214|TYC|632590|1657083|N
20151214|TYG|88112|145061|N
20151214|TYGPRB|2304|2304|N
20151214|TYGPRC|3500|3500|N
20151214|TYL|28946|51707|N
20151214|TYPR|0|0|N
20151214|TZF|0|0|N
20151214|UA|371745|548125|N
20151214|UAL|654503|1296989|N
20151214|UAM|33018|56778|N
20151214|UAN|32245|61166|N
20151214|UBA|15685|36539|N
20151214|UBP|100|560|N
20151214|UBPPRF|1233|1600|N
20151214|UBPPRG|0|0|N
20151214|UBS|495691|720113|N
20151214|UBSPRD|18783|28091|N
20151214|UCP|3432|4474|N
20151214|UDR|344410|648918|N
20151214|UE|39686|80213|N
20151214|UFI|8163|16402|N
20151214|UFS|51881|102699|N
20151214|UGI|331937|419913|N
20151214|UGP|118416|173859|N
20151214|UHS|83872|196747|N
20151214|UHT|10502|19003|N
20151214|UIL|20213|63895|N
20151214|UIS|71701|145801|N
20151214|UL|443092|566186|N
20151214|UMC|49093|141037|N
20151214|UMH|7446|16290|N
20151214|UMHPRA|200|715|N
20151214|UMHPRB|0|0|N
20151214|UN|620773|914189|N
20151214|UNF|7856|22067|N
20151214|UNH|533741|1098920|N
20151214|UNM|267229|581165|N
20151214|UNP|644704|1392669|N
20151214|UNT|126550|194819|N
20151214|UNVR|19720|37866|N
20151214|UPL|477795|1057226|N
20151214|UPS|531524|1112582|N
20151214|URI|249962|465584|N
20151214|USA|52355|173400|N
20151214|USAC|25163|40834|N
20151214|USB|1289248|2131190|N
20151214|USBPRA|40|115|N
20151214|USBPRH|21896|50749|N
20151214|USBPRM|27678|35728|N
20151214|USBPRN|17545|24363|N
20151214|USBPRO|23105|28030|N
20151214|USDP|5019|13875|N
20151214|USG|178588|252529|N
20151214|USM|9522|15464|N
20151214|USNA|8163|12500|N
20151214|USPH|19018|24068|N
20151214|UTF|46073|124007|N
20151214|UTI|39218|80944|N
20151214|UTL|4289|10596|N
20151214|UTX|1605138|2395776|N
20151214|UVE|101492|167376|N
20151214|UVV|46357|83850|N
20151214|UZA|13480|19667|N
20151214|UZB|15860|20067|N
20151214|UZC|21271|51397|N
20151214|V|1697154|3409160|N
20151214|VAC|14149|46159|N
20151214|VAL|49775|90296|N
20151214|VALE|1912142|3850121|N
20151214|VALEP|1321449|2009587|N
20151214|VAR|60664|134659|N
20151214|VBF|400|1790|N
20151214|VC|105072|169194|N
20151214|VCO|185|1514|N
20151214|VCRA|10395|25801|N
20151214|VCV|6014|21497|N
20151214|VEC|9944|21781|N
20151214|VEDL|54193|87231|N
20151214|VEEV|228485|305117|N
20151214|VER|1060270|1966102|N
20151214|VERPRF|14724|29123|N
20151214|VET|8746|12600|N
20151214|VFC|356588|564723|N
20151214|VG|149207|348693|N
20151214|VGI|1804|13417|N
20151214|VGM|23584|56870|N
20151214|VGR|113813|226686|N
20151214|VHI|6046|9541|N
20151214|VIPS|1551931|2267552|N
20151214|VIV|373097|663248|N
20151214|VJET|13209|22641|N
20151214|VKQ|31950|51781|N
20151214|VLO|1150520|2027410|N
20151214|VLP|11012|19134|N
20151214|VLRS|21750|62810|N
20151214|VLT|4403|19324|N
20151214|VLY|448408|700812|N
20151214|VLYPRA|195|2874|N
20151214|VLYWS|0|0|N
20151214|VMC|158997|246421|N
20151214|VMEM|110088|158210|N
20151214|VMI|27342|46104|N
20151214|VMO|32304|47724|N
20151214|VMW|172215|371988|N
20151214|VNCE|140188|250370|N
20151214|VNO|101312|209608|N
20151214|VNOPRG|5779|6884|N
20151214|VNOPRI|4916|7508|N
20151214|VNOPRJ|10341|15405|N
20151214|VNOPRK|16915|20025|N
20151214|VNOPRL|10971|22029|N
20151214|VNTV|156281|339699|N
20151214|VOC|10510|17919|N
20151214|VOYA|322885|588864|N
20151214|VPG|8626|12498|N
20151214|VPV|8278|19564|N
20151214|VR|65278|112483|N
20151214|VRTV|4202|9913|N
20151214|VRX|579930|920750|N
20151214|VSH|211328|305597|N
20151214|VSI|42340|73278|N
20151214|VSLR|46788|69804|N
20151214|VSTO|26192|73606|N
20151214|VTA|41111|133226|N
20151214|VTN|1729|12845|N
20151214|VTR|524383|862493|N
20151214|VTRB|7319|8192|N
20151214|VTTI|2019|7510|N
20151214|VVC|35078|78632|N
20151214|VVI|8831|28958|N
20151214|VVR|71929|302187|N
20151214|VZ|1913357|4007962|N
20151214|VZA|22052|25175|N
20151214|W|37510|82371|N
20151214|WAB|286491|440468|N
20151214|WAC|26660|54812|N
20151214|WAGE|34444|62094|N
20151214|WAIR|32377|64229|N
20151214|WAL|148027|227139|N
20151214|WAT|45629|86682|N
20151214|WBAI|26772|45965|N
20151214|WBC|89656|139292|N
20151214|WBK|47643|67177|N
20151214|WBS|146832|216599|N
20151214|WBSPRE|10310|12240|N
20151214|WBSWS|0|100|N
20151214|WCC|52843|153780|N
20151214|WCG|34931|47987|N
20151214|WCIC|12117|22807|N
20151214|WCN|105286|189726|N
20151214|WD|17160|43480|N
20151214|WDAY|75921|196915|N
20151214|WDR|273402|648112|N
20151214|WEA|3065|9591|N
20151214|WEC|321654|583622|N
20151214|WES|29997|73245|N
20151214|WEX|30749|45270|N
20151214|WF|447|1328|N
20151214|WFC|2457066|5114292|N
20151214|WFCPRJ|84728|118381|N
20151214|WFCPRL|3916|5517|N
20151214|WFCPRN|31833|54538|N
20151214|WFCPRO|28741|34895|N
20151214|WFCPRP|23588|34240|N
20151214|WFCPRQ|47119|85230|N
20151214|WFCPRR|53950|62898|N
20151214|WFCPRT|20581|29870|N
20151214|WFCPRV|74555|96655|N
20151214|WFCWS|885|11420|N
20151214|WFEPRA|18587|26460|N
20151214|WFT|1641393|2410656|N
20151214|WG|12936|31812|N
20151214|WGL|31552|54779|N
20151214|WGO|27548|46487|N
20151214|WGP|42721|74683|N
20151214|WHG|3582|5402|N
20151214|WHR|122592|203452|N
20151214|WHZ|12079|42540|N
20151214|WIA|9218|32726|N
20151214|WIT|70765|98804|N
20151214|WIW|16923|56517|N
20151214|WK|9784|15786|N
20151214|WLH|118639|152499|N
20151214|WLK|34926|71209|N
20151214|WLKP|15829|19788|N
20151214|WLL|1199158|2830570|N
20151214|WM|298386|623501|N
20151214|WMB|810390|2094043|N
